DATE,IP
1993-10-31,0.658702
1993-11-30,0.6617789999999999
1993-12-31,0.6656019999999999
1994-01-31,0.6677219999999999
1994-02-28,0.668068
1994-03-31,0.674832
1994-04-30,0.678771
1994-05-31,0.681961
1994-06-30,0.6865260000000001
1994-07-31,0.687353
1994-08-31,0.6919540000000001
1994-09-30,0.6940170000000001
1994-10-31,0.6996899999999999
1994-11-30,0.704367
1994-12-31,0.711413
1995-01-31,0.712762
1995-02-28,0.711904
1995-03-31,0.712891
1995-04-30,0.711623
1995-05-31,0.715044
1995-06-30,0.7174299999999999
1995-07-31,0.714459
1995-08-31,0.7238
1995-09-30,0.726601
1995-10-31,0.725428
1995-11-30,0.727178
1995-12-31,0.7296720000000001
1996-01-31,0.725866
1996-02-29,0.7363890000000001
1996-03-31,0.735202
1996-04-30,0.742664
1996-05-31,0.748145
1996-06-30,0.753779
1996-07-31,0.753754
1996-08-31,0.757568
1996-09-30,0.762304
1996-10-31,0.762193
1996-11-30,0.768941
1996-12-31,0.773731
1997-01-31,0.775138
1997-02-28,0.784246
1997-03-31,0.7892659999999999
1997-04-30,0.7899240000000001
1997-05-31,0.7944110000000001
1997-06-30,0.798048
1997-07-31,0.8048000000000001
1997-08-31,0.812862
1997-09-30,0.82038
1997-10-31,0.827657
1997-11-30,0.8343210000000001
1997-12-31,0.8378260000000001
1998-01-31,0.841656
1998-02-28,0.843048
1998-03-31,0.8434159999999999
1998-04-30,0.846263
1998-05-31,0.8518389999999999
1998-06-30,0.8468089999999999
1998-07-31,0.8434480000000001
1998-08-31,0.860846
1998-09-30,0.8599450000000001
1998-10-31,0.8659669999999999
1998-11-30,0.8651139999999999
1998-12-31,0.8686079999999999
1999-01-31,0.872277
1999-02-28,0.8772660000000001
1999-03-31,0.879203
1999-04-30,0.8811530000000001
1999-05-31,0.886554
1999-06-30,0.885958
1999-07-31,0.8912350000000001
1999-08-31,0.895116
1999-09-30,0.891361
1999-10-31,0.902842
1999-11-30,0.907631
1999-12-31,0.9149259999999999
2000-01-31,0.914251
2000-02-29,0.917357
2000-03-31,0.920933
2000-04-30,0.926838
2000-05-31,0.929376
2000-06-30,0.930076
2000-07-31,0.928458
2000-08-31,0.925972
2000-09-30,0.929653
2000-10-31,0.9264180000000001
2000-11-30,0.9266179999999999
2000-12-31,0.923459
2001-01-31,0.9189029999999999
2001-02-28,0.912915
2001-03-31,0.910526
2001-04-30,0.9072929999999999
2001-05-31,0.902577
2001-06-30,0.8976770000000001
2001-07-31,0.8922599999999999
2001-08-31,0.891326
2001-09-30,0.886679
2001-10-31,0.883926
2001-11-30,0.8787739999999999
2001-12-31,0.878344
2002-01-31,0.8846649999999999
2002-02-28,0.8846609999999999
2002-03-31,0.891228
2002-04-30,0.895532
2002-05-31,0.89934
2002-06-30,0.906769
2002-07-31,0.906455
2002-08-31,0.905475
2002-09-30,0.906381
2002-10-31,0.904041
2002-11-30,0.9089849999999999
2002-12-31,0.90389
2003-01-31,0.9113549999999999
2003-02-28,0.912502
2003-03-31,0.910059
2003-04-30,0.904281
2003-05-31,0.904073
2003-06-30,0.905218
2003-07-31,0.9098959999999999
2003-08-31,0.9078579999999999
2003-09-30,0.9138290000000001
2003-10-31,0.9150050000000001
2003-11-30,0.9212649999999999
2003-12-31,0.921722
2004-01-31,0.92327
2004-02-29,0.928873
2004-03-31,0.925325
2004-04-30,0.9290959999999999
2004-05-31,0.935838
2004-06-30,0.928621
2004-07-31,0.9355110000000001
2004-08-31,0.936328
2004-09-30,0.937418
2004-10-31,0.9456709999999999
2004-11-30,0.948
2004-12-31,0.9554259999999999
2005-01-31,0.958831
2005-02-28,0.965616
2005-03-31,0.964371
2005-04-30,0.96628
2005-05-31,0.967306
